order_id,order_date,expected_delivery_date,actual_delivery_date,distance_km,traffic_level,weather,warehouse_delay,vehicle_type,delivery_delay_days,delayed,order_month,root_cause,delay_risk_score,ml_explanation
1071,2023-02-13,2023-02-14,2023-02-16,154.72,Low,Storm,No,Van,2,1,2,Weather Disruption,0.9064014661621065,Adverse weather conditions
1072,2023-06-11,2023-06-14,2023-06-16,271.73,Low,Clear,Yes,Van,2,1,6,Warehouse Processing Delay,0.8513575999343483,Warehouse processing delay
1073,2023-07-21,2023-07-24,2023-07-28,254.9,High,Clear,Yes,Truck,4,1,7,Traffic Congestion,0.9765272687913837,"High traffic conditions, Warehouse processing delay"
1074,2023-09-27,2023-09-28,2023-10-01,318.53,Medium,Storm,Yes,Truck,3,1,9,Weather Disruption,0.9871702179202508,"Adverse weather conditions, Warehouse processing delay, Long delivery distance"
1075,2023-12-17,2023-12-22,2023-12-25,125.98,Low,Rain,Yes,Van,3,1,12,Weather Disruption,0.967603821951558,"Adverse weather conditions, Warehouse processing delay"
1076,2023-10-31,2023-11-01,2023-11-02,295.35,Medium,Rain,No,Truck,1,1,10,Weather Disruption,0.7425993293644018,Adverse weather conditions
1077,2023-09-28,2023-10-01,2023-10-04,489.47,High,Clear,No,Van,3,1,9,Traffic Congestion,0.8322872399213816,"High traffic conditions, Long delivery distance"
1078,2023-08-03,2023-08-05,2023-08-11,243.88,High,Storm,Yes,Truck,6,1,8,Traffic Congestion,0.9983246763230164,"High traffic conditions, Adverse weather conditions, Warehouse processing delay"
1079,2023-09-09,2023-09-13,2023-09-16,453.14,High,Rain,No,Truck,3,1,9,Traffic Congestion,0.9507702227436055,"High traffic conditions, Adverse weather conditions, Long delivery distance"
1080,2023-07-09,2023-07-12,2023-07-15,217.76,Low,Storm,Yes,Van,3,1,7,Weather Disruption,0.9882737384271576,"Adverse weather conditions, Warehouse processing delay"
1081,2023-10-23,2023-10-24,2023-10-26,175.69,Medium,Storm,No,Van,2,1,10,Weather Disruption,0.9208158478309822,Adverse weather conditions
1082,2023-08-01,2023-08-05,2023-08-07,322.91,Medium,Clear,Yes,Truck,2,1,8,Warehouse Processing Delay,0.8436087495522651,"Warehouse processing delay, Long delivery distance"
1083,2023-07-27,2023-07-28,2023-07-31,334.79,Medium,Rain,Yes,Truck,3,1,7,Weather Disruption,0.9622388517944712,"Adverse weather conditions, Warehouse processing delay, Long delivery distance"
1084,2023-08-25,2023-08-26,2023-08-29,432.22,High,Clear,Yes,Truck,3,1,8,Traffic Congestion,0.973839033926035,"High traffic conditions, Warehouse processing delay, Long delivery distance"
1085,2023-12-04,2023-12-06,2023-12-09,115.86,Low,Rain,Yes,Van,3,1,12,Weather Disruption,0.9678021458273248,"Adverse weather conditions, Warehouse processing delay"
1086,2023-02-22,2023-02-26,2023-03-03,250.1,High,Rain,Yes,Truck,5,1,2,Traffic Congestion,0.994989897725687,"High traffic conditions, Adverse weather conditions, Warehouse processing delay"
1087,2023-10-07,2023-10-11,2023-10-13,286.43,High,Rain,Yes,Truck,2,1,10,Traffic Congestion,0.9948750485464294,"High traffic conditions, Adverse weather conditions, Warehouse processing delay"
1088,2023-08-05,2023-08-07,2023-08-08,384.51,Medium,Rain,No,Truck,1,1,8,Weather Disruption,0.7317690029638794,"Adverse weather conditions, Long delivery distance"
1089,2023-09-09,2023-09-12,2023-09-15,22.76,High,Rain,Yes,Bike,3,1,9,Traffic Congestion,0.9957236570890449,"High traffic conditions, Adverse weather conditions, Warehouse processing delay"
1090,2023-07-07,2023-07-08,2023-07-11,497.28,Medium,Storm,No,Van,3,1,7,Weather Disruption,0.904808779620582,"Adverse weather conditions, Long delivery distance"
1091,2023-02-10,2023-02-15,2023-02-17,235.5,Low,Clear,Yes,Van,2,1,2,Warehouse Processing Delay,0.8542095577980997,Warehouse processing delay
1092,2023-06-06,2023-06-07,2023-06-08,140.5,Medium,Storm,No,Van,1,1,6,Weather Disruption,0.9224098546828688,Adverse weather conditions
1093,2023-01-15,2023-01-16,2023-01-17,441.86,Low,Rain,No,Van,1,1,1,Weather Disruption,0.7301778726685405,"Adverse weather conditions, Long delivery distance"
1094,2023-10-28,2023-10-31,2023-11-01,374.11,Medium,Clear,No,Van,1,1,10,Long Distance,0.41923095052898296,Long delivery distance
1095,2023-03-06,2023-03-07,2023-03-09,476.58,High,Rain,Yes,Truck,2,1,3,Traffic Congestion,0.9942298223265962,"High traffic conditions, Adverse weather conditions, Warehouse processing delay, Long delivery distance"
1096,2023-12-11,2023-12-13,2023-12-16,166.04,High,Clear,Yes,Van,3,1,12,Traffic Congestion,0.9821530765155683,"High traffic conditions, Warehouse processing delay"
1097,2023-11-23,2023-11-25,2023-11-26,276.83,Low,Storm,No,Truck,1,1,11,Weather Disruption,0.8775967172423168,Adverse weather conditions
1098,2023-01-09,2023-01-13,2023-01-15,286.57,Low,Clear,Yes,Truck,2,1,1,Warehouse Processing Delay,0.8193498948138906,Warehouse processing delay
1099,2023-12-10,2023-12-15,2023-12-14,490.19,Low,Clear,No,Truck,-1,0,12,On-Time,0.30599359639755513,Long delivery distance
1100,2023-05-09,2023-05-10,2023-05-11,38.6,Medium,Clear,Yes,Van,1,1,5,Warehouse Processing Delay,0.889695499115631,Warehouse processing delay
1001,2023-04-13,2023-04-17,2023-04-21,317.54132100598054,Medium,Clear,No,Van,4,1,4,Long Distance,0.42789108249617,Long delivery distance
1002,2023-12-15,2023-12-18,2023-12-20,340.6720203258286,Low,Clear,No,Truck,2,1,12,Long Distance,0.32625682721073074,Long delivery distance
1003,2023-09-28,2023-10-01,2023-09-29,265.93635707525107,Low,Rain,No,Truck,-2,0,9,On-Time,0.7071952752428324,Adverse weather conditions
1004,2023-04-17,2023-04-18,2023-04-20,224.44379912197272,Medium,Rain,No,Van,2,1,4,Weather Disruption,0.7905125710773815,Adverse weather conditions
1005,2023-03-13,2023-03-16,2023-03-19,276.8936514465926,Medium,Storm,No,Truck,3,1,3,Weather Disruption,0.8971536724955659,Adverse weather conditions
1006,2023-07-08,2023-07-11,2023-07-17,296.7556652158174,Medium,Storm,No,Truck,6,1,7,Weather Disruption,0.8959988425452704,Adverse weather conditions
1007,2023-01-21,2023-01-22,2023-01-26,41.345809840024906,High,Rain,No,Bike,4,1,1,Traffic Congestion,0.9621495922330824,"High traffic conditions, Adverse weather conditions"
1008,2023-04-13,2023-04-16,2023-04-19,185.45757357464083,High,Rain,No,Van,3,1,4,Traffic Congestion,0.9661916464518339,"High traffic conditions, Adverse weather conditions"
1009,2023-05-02,2023-05-07,2023-05-09,121.83780920043552,Low,Rain,No,Van,2,1,5,Weather Disruption,0.7678463330442274,Adverse weather conditions
1010,2023-08-03,2023-08-05,2023-08-05,401.766738433568,Low,Rain,No,Truck,0,0,8,On-Time,0.6892532723693919,"Adverse weather conditions, Long delivery distance"
1011,2023-11-27,2023-11-29,2023-11-28,235.6800165885732,Medium,Clear,No,Truck,-1,0,11,On-Time,0.3862351907330449,No strong risk factors detected
1012,2023-03-29,2023-03-30,2023-04-01,491.7281473065266,Medium,Clear,No,Truck,2,1,3,Long Distance,0.348936711069437,Long delivery distance
1013,2023-04-10,2023-04-14,2023-04-16,200.013396779832,Low,Rain,No,Truck,2,1,4,Weather Disruption,0.7156808336344648,Adverse weather conditions
1014,2023-12-26,2023-12-27,2024-01-01,408.3995047364726,Low,Rain,No,Truck,5,1,12,Weather Disruption,0.6883617899845927,"Adverse weather conditions, Long delivery distance"
1015,2023-06-01,2023-06-05,2023-06-08,399.374217367291,Medium,Rain,No,Truck,3,1,6,Weather Disruption,0.7299356234875511,"Adverse weather conditions, Long delivery distance"
1016,2023-05-11,2023-05-13,2023-05-17,76.2080544387493,High,Rain,No,Van,4,1,5,Traffic Congestion,0.9683592558486113,"High traffic conditions, Adverse weather conditions"
1017,2023-05-30,2023-05-31,2023-06-03,254.59118959361865,Low,Rain,Yes,Truck,3,1,5,Weather Disruption,0.956565872543375,"Adverse weather conditions, Warehouse processing delay"
1018,2023-11-05,2023-11-10,2023-11-14,348.21059058865006,Medium,Clear,No,Van,4,1,11,Long Distance,0.42319006866838427,Long delivery distance
1019,2023-09-15,2023-09-18,2023-09-16,429.3210436020462,Medium,Clear,No,Truck,-2,0,9,On-Time,0.35787829289447226,Long delivery distance
1020,2023-12-10,2023-12-14,2023-12-17,163.65349369574048,Low,Clear,No,Van,3,1,12,Operational Issues,0.40368529780081375,No strong risk factors detected
1021,2023-10-21,2023-10-24,2023-10-26,110.9002827352086,Medium,Clear,No,Van,2,1,10,Operational Issues,0.4598641213669045,No strong risk factors detected
1022,2023-07-11,2023-07-14,2023-07-16,355.8636166865709,Low,Clear,No,Truck,2,1,7,Long Distance,0.32416643740729145,Long delivery distance
1023,2023-10-04,2023-10-05,2023-10-11,404.941022023718,Medium,Rain,No,Van,6,1,10,Weather Disruption,0.7711541875975231,"Adverse weather conditions, Long delivery distance"
1024,2023-06-10,2023-06-13,2023-06-14,174.98432765857297,Low,Clear,Yes,Van,1,1,6,Warehouse Processing Delay,0.8588718871266773,Warehouse processing delay
1025,2023-11-10,2023-11-15,2023-11-18,48.99209899461896,Low,Rain,No,Bike,3,1,11,Weather Disruption,0.7377637336104012,Adverse weather conditions
1026,2023-01-22,2023-01-25,2023-01-27,470.3211089803124,Medium,Clear,No,Truck,2,1,1,Long Distance,0.3519922848302443,Long delivery distance
1027,2023-09-10,2023-09-11,2023-09-12,199.3884385226736,Low,Rain,No,Van,1,1,9,Weather Disruption,0.7590655455116029,Adverse weather conditions
1028,2023-08-24,2023-08-29,2023-08-29,259.3579239132126,Low,Clear,No,Truck,0,0,8,On-Time,0.33756208905851964,No strong risk factors detected
1029,2023-12-11,2023-12-13,2023-12-14,419.0173428477567,Medium,Clear,Yes,Truck,1,1,12,Warehouse Processing Delay,0.8354925168989388,"Warehouse processing delay, Long delivery distance"
1030,2023-02-18,2023-02-21,2023-02-22,338.1693684026011,Low,Clear,Yes,Van,1,1,2,Warehouse Processing Delay,0.8460081174280948,"Warehouse processing delay, Long delivery distance"
1031,2023-02-28,2023-03-01,2023-03-02,367.87284350114527,High,Rain,No,Bike,1,1,2,Traffic Congestion,0.9539456519314354,"High traffic conditions, Adverse weather conditions, Long delivery distance"
1032,2023-06-19,2023-06-21,2023-06-21,105.32673874811913,Low,Clear,No,Van,0,0,6,On-Time,0.4125193817762741,No strong risk factors detected
1033,2023-07-07,2023-07-09,2023-07-10,271.1825389399553,Medium,Storm,No,Van,1,1,7,Weather Disruption,0.916338488072177,Adverse weather conditions
1034,2023-09-28,2023-10-02,2023-09-29,348.196415273196,Medium,Clear,No,Van,-3,0,9,On-Time,0.42319223833274033,Long delivery distance
1035,2023-07-09,2023-07-14,2023-07-16,115.04646087685254,Medium,Clear,No,Van,2,1,7,Operational Issues,0.45921842806472984,No strong risk factors detected
1036,2023-06-24,2023-06-27,2023-06-29,88.30250862087216,Medium,Storm,No,Van,2,1,6,Weather Disruption,0.9247201637935484,Adverse weather conditions
1037,2023-02-20,2023-02-21,2023-02-21,491.10200332138834,Low,Clear,No,Truck,0,0,2,On-Time,0.3058721693674516,Long delivery distance
1038,2023-12-30,2024-01-03,2024-01-06,258.8013097442361,High,Clear,No,Truck,3,1,12,Traffic Congestion,0.8209103798923549,High traffic conditions
1039,2023-02-24,2023-03-01,2023-03-06,131.1537582403741,High,Clear,Yes,Van,5,1,2,Traffic Congestion,0.9825324914212242,"High traffic conditions, Warehouse processing delay"
1040,2023-09-01,2023-09-05,2023-09-06,498.13059617920425,High,Clear,No,Truck,1,1,9,Traffic Congestion,0.7977772983261765,"High traffic conditions, Long delivery distance"
1041,2023-11-16,2023-11-21,2023-11-24,482.744256293108,Low,Rain,Yes,Truck,3,1,11,Weather Disruption,0.9502183031302246,"Adverse weather conditions, Warehouse processing delay, Long delivery distance"
1042,2023-05-11,2023-05-16,2023-05-17,279.5884333499417,Low,Clear,No,Van,1,1,5,Operational Issues,0.38631512719451994,No strong risk factors detected
1043,2023-11-03,2023-11-06,2023-11-06,441.4355352514805,Medium,Clear,Yes,Truck,0,0,11,On-Time,0.8335513363078143,"Warehouse processing delay, Long delivery distance"
1044,2023-05-15,2023-05-20,2023-05-22,95.16484706234831,Medium,Clear,No,Van,2,1,5,Operational Issues,0.46231584293399436,No strong risk factors detected
1045,2023-01-21,2023-01-25,2023-01-28,140.15680494349877,Medium,Rain,No,Truck,3,1,1,Weather Disruption,0.7607569969051162,Adverse weather conditions
1046,2023-11-25,2023-11-30,2023-12-02,350.4785571564129,High,Clear,No,Truck,2,1,11,Traffic Congestion,0.8123027479404921,"High traffic conditions, Long delivery distance"
1047,2023-06-16,2023-06-19,2023-06-21,423.4839099769147,Low,Clear,No,Truck,2,1,6,Long Distance,0.3149473956132714,Long delivery distance
1048,2023-10-01,2023-10-04,2023-10-09,428.30582164716816,High,Rain,No,Truck,5,1,10,Traffic Congestion,0.9514939885155411,"High traffic conditions, Adverse weather conditions, Long delivery distance"
1049,2023-03-30,2023-04-03,2023-04-05,202.84955543397285,Medium,Rain,No,Van,2,1,3,Weather Disruption,0.7927460633767273,Adverse weather conditions
1050,2023-11-12,2023-11-14,2023-11-17,443.9972792817189,High,Clear,No,Truck,3,1,11,Traffic Congestion,0.8031980390773112,"High traffic conditions, Long delivery distance"
1051,2023-01-14,2023-01-16,2023-01-19,425.61329593498886,Low,Clear,Yes,Van,3,1,1,Warehouse Processing Delay,0.8387286276830737,"Warehouse processing delay, Long delivery distance"
1052,2023-08-30,2023-09-04,2023-09-04,467.8818621162528,Medium,Clear,No,Van,0,0,8,On-Time,0.40498673449272654,Long delivery distance
1053,2023-09-22,2023-09-23,2023-09-23,392.8849849058578,Medium,Clear,No,Bike,0,0,9,On-Time,0.36698041113863944,Long delivery distance
1054,2023-12-12,2023-12-17,2023-12-21,334.8251391024001,Low,Clear,No,Truck,4,1,12,Long Distance,0.32706321849087056,Long delivery distance
1055,2023-02-22,2023-02-26,2023-02-26,290.7626240967909,Low,Clear,No,Truck,0,0,2,On-Time,0.3331729041594657,No strong risk factors detected
1056,2023-12-06,2023-12-10,2023-12-12,186.7691005143098,High,Clear,Yes,Van,2,1,12,Traffic Congestion,0.9819238111533775,"High traffic conditions, Warehouse processing delay"
1057,2023-04-02,2023-04-06,2023-04-13,470.1265877864314,Medium,Clear,Yes,Truck,7,1,4,Warehouse Processing Delay,0.8310403022476639,"Warehouse processing delay, Long delivery distance"
1058,2023-09-21,2023-09-25,2023-09-27,486.8582545409033,Low,Storm,No,Van,2,1,9,Weather Disruption,0.8871751205159621,"Adverse weather conditions, Long delivery distance"
1059,2023-02-04,2023-02-08,2023-02-12,142.6765663939954,Medium,Rain,No,Van,4,1,2,Weather Disruption,0.7988767364427226,Adverse weather conditions
1060,2023-07-25,2023-07-28,2023-07-29,153.37656631185232,Medium,Clear,No,Van,1,1,7,Operational Issues,0.45325595841063326,No strong risk factors detected
1061,2023-03-22,2023-03-24,2023-03-26,243.32126303952708,Medium,Storm,No,Van,2,1,3,Weather Disruption,0.917668071599327,Adverse weather conditions
1062,2023-02-19,2023-02-23,2023-02-26,224.76364735013743,Low,Rain,Yes,Truck,3,1,2,Weather Disruption,0.9573363314656168,"Adverse weather conditions, Warehouse processing delay"
1063,2023-12-26,2023-12-27,2023-12-28,497.2342738427995,Low,Clear,No,Truck,1,1,12,Long Distance,0.30505639987041927,Long delivery distance
1064,2023-01-02,2023-01-03,2023-01-06,88.78670108599535,Low,Clear,No,Van,3,1,1,Operational Issues,0.41503506545537305,No strong risk factors detected
1065,2023-02-23,2023-02-24,2023-02-27,10.019606444144912,Medium,Clear,Yes,Bike,3,1,2,Warehouse Processing Delay,0.8696725122717973,Warehouse processing delay
1066,2023-04-16,2023-04-17,2023-04-21,247.45296387653383,Medium,Clear,No,Truck,4,1,4,Operational Issues,0.3844866980947736,No strong risk factors detected
1067,2023-09-17,2023-09-20,2023-09-21,90.23253190144308,Low,Rain,No,Bike,1,1,9,Weather Disruption,0.7327301336555788,Adverse weather conditions
1068,2023-11-06,2023-11-07,2023-11-11,183.8679235068471,High,Clear,No,Truck,4,1,11,Traffic Congestion,0.8277142283768909,High traffic conditions
1069,2023-07-10,2023-07-14,2023-07-14,372.3410910052246,Medium,Clear,No,Van,0,0,7,On-Time,0.41950103056620514,Long delivery distance
1070,2023-08-06,2023-08-11,2023-08-14,360.7490222018125,Low,Storm,No,Truck,3,1,8,Weather Disruption,0.8718309974790862,"Adverse weather conditions, Long delivery distance"
1071,2023-02-13,2023-02-14,2023-02-19,154.72233513434222,Low,Rain,No,Truck,5,1,2,Weather Disruption,0.7214239596710146,Adverse weather conditions
1072,2023-06-11,2023-06-14,2023-06-16,271.72757504689474,Low,Clear,No,Truck,2,1,6,Operational Issues,0.33582988669377295,No strong risk factors detected
1073,2023-07-21,2023-07-24,2023-07-31,254.89822434254123,High,Storm,No,Truck,7,1,7,Traffic Congestion,0.9849316229026573,"High traffic conditions, Adverse weather conditions"
1074,2023-09-27,2023-09-28,2023-10-02,318.5299764747618,Medium,Storm,No,Van,4,1,9,Weather Disruption,0.9140341898899367,"Adverse weather conditions, Long delivery distance"
1075,2023-12-17,2023-12-22,2023-12-24,125.98044748418648,Medium,Storm,Yes,Van,2,1,12,Weather Disruption,0.9908774630681065,"Adverse weather conditions, Warehouse processing delay"
1076,2023-10-31,2023-11-01,2023-11-01,295.34555293271137,Medium,Clear,Yes,Truck,0,0,10,On-Time,0.8458755422154445,Warehouse processing delay
1077,2023-09-28,2023-10-01,2023-10-04,489.46753627922953,Medium,Rain,Yes,Truck,3,1,9,Weather Disruption,0.9585523832847209,"Adverse weather conditions, Warehouse processing delay, Long delivery distance"
1078,2023-08-03,2023-08-05,2023-08-07,243.8843343267681,Medium,Clear,Yes,Van,2,1,8,Warehouse Processing Delay,0.8764153969093074,Warehouse processing delay
1079,2023-09-09,2023-09-13,2023-09-16,453.1432950715584,Low,Rain,Yes,Van,3,1,9,Weather Disruption,0.96051844755389,"Adverse weather conditions, Warehouse processing delay, Long delivery distance"
1080,2023-07-09,2023-07-12,2023-07-16,217.7627883897039,Medium,Storm,No,Van,4,1,7,Weather Disruption,0.9188708168296992,Adverse weather conditions
1081,2023-10-23,2023-10-24,2023-10-26,175.68912543964316,Low,Rain,No,Van,2,1,10,Weather Disruption,0.7617727968908841,Adverse weather conditions
1082,2023-08-01,2023-08-05,2023-08-06,322.9065776532519,Low,Rain,No,Truck,1,1,8,Weather Disruption,0.6997438985793227,"Adverse weather conditions, Long delivery distance"
1083,2023-07-27,2023-07-28,2023-07-31,334.7931057718867,Medium,Rain,No,Truck,3,1,7,Weather Disruption,0.7378435903882191,"Adverse weather conditions, Long delivery distance"
1084,2023-08-25,2023-08-26,2023-08-29,432.2196149708796,Low,Rain,No,Bike,3,1,8,Weather Disruption,0.6887069146194019,"Adverse weather conditions, Long delivery distance"
1085,2023-12-04,2023-12-06,2023-12-07,115.86244885253608,Low,Clear,No,Truck,1,1,12,Operational Issues,0.357966567651951,No strong risk factors detected
1086,2023-02-22,2023-02-26,2023-03-01,250.0974965624914,Medium,Clear,No,Truck,3,1,2,Operational Issues,0.3840943462024089,No strong risk factors detected
1087,2023-10-07,2023-10-11,2023-10-13,286.4300954053824,High,Clear,No,Truck,2,1,10,Traffic Congestion,0.8183492620062516,High traffic conditions
1088,2023-08-05,2023-08-07,2023-08-08,384.5084531388482,Low,Rain,No,Van,1,1,8,Weather Disruption,0.7372040029190906,"Adverse weather conditions, Long delivery distance"
1089,2023-09-09,2023-09-12,2023-09-13,22.75828210546244,Low,Clear,No,Van,1,1,9,Operational Issues,0.4251207417332108,No strong risk factors detected
1090,2023-07-07,2023-07-08,2023-07-10,497.2807048878732,Medium,Clear,No,Van,2,1,7,Long Distance,0.4005525195592891,Long delivery distance
1091,2023-02-10,2023-02-15,2023-02-18,235.5023124814805,High,Clear,No,Truck,3,1,2,Traffic Congestion,0.823048123925692,High traffic conditions
1092,2023-06-06,2023-06-07,2023-06-09,140.50061055658253,Medium,Clear,No,Truck,2,1,6,Operational Issues,0.40047542430558,No strong risk factors detected
1093,2023-01-15,2023-01-16,2023-01-17,441.8635171108632,Medium,Rain,No,Van,1,1,1,Weather Disruption,0.7670428608544253,"Adverse weather conditions, Long delivery distance"
1094,2023-10-28,2023-10-31,2023-11-01,374.1116681748096,Medium,Rain,No,Truck,1,1,10,Weather Disruption,0.7330468552231962,"Adverse weather conditions, Long delivery distance"
1095,2023-03-06,2023-03-07,2023-03-09,476.5828516649527,Low,Clear,Yes,Van,2,1,3,Warehouse Processing Delay,0.8343587356062306,"Warehouse processing delay, Long delivery distance"
1096,2023-12-11,2023-12-13,2023-12-16,166.04440203058633,High,Storm,No,Van,3,1,12,Traffic Congestion,0.9885666638543413,"High traffic conditions, Adverse weather conditions"
1097,2023-11-23,2023-11-25,2023-11-27,276.82971845090947,High,Clear,Yes,Truck,2,1,11,Traffic Congestion,0.9762100049268793,"High traffic conditions, Warehouse processing delay"
1098,2023-01-09,2023-01-13,2023-01-12,286.5739421162483,Low,Clear,No,Truck,-1,0,1,On-Time,0.33375667408040444,No strong risk factors detected
1099,2023-12-10,2023-12-15,2023-12-18,490.1854602743068,Low,Rain,No,Truck,3,1,12,Weather Disruption,0.6772558079977339,"Adverse weather conditions, Long delivery distance"
1100,2023-05-09,2023-05-10,2023-05-12,38.59778174705798,High,Clear,No,Bike,2,1,5,Traffic Congestion,0.8425265239567474,High traffic conditions
1001,2023-04-13,2023-04-17,2023-04-17,100.16,Low,Rain,No,Truck,0,0,4,On-Time,0.7282473305837656,Adverse weather conditions
1002,2023-12-15,2023-12-17,2023-12-18,3.76,Medium,Rain,No,Bike,1,1,12,Weather Disruption,0.7788375557628908,Adverse weather conditions
1003,2023-09-28,2023-10-01,2023-10-03,407.92,Low,Storm,No,Truck,2,1,9,Weather Disruption,0.8684894140026698,"Adverse weather conditions, Long delivery distance"
1004,2023-04-17,2023-04-18,2023-04-18,353.72,Medium,Clear,No,Truck,0,0,4,On-Time,0.3688437259858191,Long delivery distance
1005,2023-03-13,2023-03-18,2023-03-18,364.77,Low,Clear,No,Truck,0,0,3,On-Time,0.32294415056675624,Long delivery distance
1006,2023-07-08,2023-07-13,2023-07-15,385.86,Medium,Rain,Yes,Van,2,1,7,Weather Disruption,0.9686288787248694,"Adverse weather conditions, Warehouse processing delay, Long delivery distance"
1007,2023-01-21,2023-01-25,2023-01-26,37.95,Low,Rain,No,Bike,1,1,1,Weather Disruption,0.7391010585114468,Adverse weather conditions
1008,2023-04-13,2023-04-15,2023-04-17,179.87,High,Rain,Yes,Truck,2,1,4,Traffic Congestion,0.9952047033599454,"High traffic conditions, Adverse weather conditions, Warehouse processing delay"
1009,2023-05-02,2023-05-03,2023-05-03,58.82,Low,Rain,No,Van,0,0,5,On-Time,0.7748154260805804,Adverse weather conditions
1010,2023-08-03,2023-08-05,2023-08-06,431.69,Low,Rain,No,Truck,1,1,8,Weather Disruption,0.6852203694142824,"Adverse weather conditions, Long delivery distance"
1011,2023-11-27,2023-11-28,2023-11-28,312.03,Low,Clear,No,Truck,0,0,11,On-Time,0.330216821151236,Long delivery distance
1012,2023-03-29,2023-04-02,2023-04-03,166.12,High,Clear,No,Truck,1,1,3,Traffic Congestion,0.8292954154657252,High traffic conditions
1013,2023-04-10,2023-04-14,2023-04-17,32.72,High,Clear,Yes,Bike,3,1,4,Traffic Congestion,0.9798466021966807,"High traffic conditions, Warehouse processing delay"
1014,2023-12-26,2023-12-31,2023-12-31,156.18,Low,Clear,No,Truck,0,0,12,On-Time,0.3521775360281204,No strong risk factors detected
1015,2023-06-01,2023-06-03,2023-06-05,163.27,Medium,Clear,Yes,Truck,2,1,6,Warehouse Processing Delay,0.8563657838062955,Warehouse processing delay
1016,2023-05-11,2023-05-16,2023-05-18,365.07,High,Clear,No,Van,2,1,5,Traffic Congestion,0.8428949888545683,"High traffic conditions, Long delivery distance"
1017,2023-05-30,2023-06-01,2023-06-01,319.14,Medium,Clear,No,Van,0,0,5,On-Time,0.42764570590855844,Long delivery distance
1018,2023-11-05,2023-11-10,2023-11-11,443.72,Medium,Clear,No,Truck,1,1,11,Long Distance,0.3558061715075132,Long delivery distance
1019,2023-09-15,2023-09-18,2023-09-19,236.64,Low,Clear,Yes,Truck,1,1,9,Warehouse Processing Delay,0.8239376984024247,Warehouse processing delay
1020,2023-12-10,2023-12-13,2023-12-14,60.68,Low,Clear,Yes,Van,1,1,12,Warehouse Processing Delay,0.8673380250364057,Warehouse processing delay
1021,2023-10-21,2023-10-24,2023-10-25,356.91,High,Clear,No,Truck,1,1,10,Traffic Congestion,0.8116871143598935,"High traffic conditions, Long delivery distance"
1022,2023-07-11,2023-07-14,2023-07-17,380.63,High,Rain,No,Van,3,1,7,Traffic Congestion,0.9619577985595523,"High traffic conditions, Adverse weather conditions, Long delivery distance"
1023,2023-10-04,2023-10-05,2023-10-06,281.08,Medium,Clear,No,Van,1,1,10,Operational Issues,0.4334968269745147,No strong risk factors detected
1024,2023-06-10,2023-06-13,2023-06-13,385.71,Low,Clear,No,Truck,0,0,6,On-Time,0.3200799380416532,Long delivery distance
1025,2023-11-10,2023-11-14,2023-11-15,247.4,Low,Clear,Yes,Truck,1,1,11,Warehouse Processing Delay,0.8229568250894028,Warehouse processing delay
1026,2023-01-22,2023-01-26,2023-01-29,261.84,Medium,Rain,Yes,Truck,3,1,1,Weather Disruption,0.9638662118498357,"Adverse weather conditions, Warehouse processing delay"
1027,2023-09-10,2023-09-11,2023-09-12,214.34,High,Clear,No,Van,1,1,9,Traffic Congestion,0.8550090622751814,High traffic conditions
1028,2023-08-24,2023-08-27,2023-08-30,13.68,High,Rain,No,Truck,3,1,8,Traffic Congestion,0.9621787911353938,"High traffic conditions, Adverse weather conditions"
1029,2023-12-11,2023-12-14,2023-12-15,54.84,Medium,Clear,No,Truck,1,1,12,Operational Issues,0.41343760962666704,No strong risk factors detected
1030,2023-02-18,2023-02-21,2023-02-21,16.68,Medium,Clear,No,Bike,0,0,2,On-Time,0.4232857442035793,No strong risk factors detected
1031,2023-02-28,2023-03-05,2023-03-07,318.57,Low,Clear,Yes,Truck,2,1,2,Warehouse Processing Delay,0.8163608936460379,"Warehouse processing delay, Long delivery distance"
1032,2023-06-19,2023-06-21,2023-06-21,157.86,Low,Clear,No,Truck,0,0,6,On-Time,0.35193723778136754,No strong risk factors detected
1033,2023-07-07,2023-07-12,2023-07-16,254.78,High,Rain,Yes,Truck,4,1,7,Traffic Congestion,0.9949752478672108,"High traffic conditions, Adverse weather conditions, Warehouse processing delay"
1034,2023-09-28,2023-09-30,2023-10-01,453.88,Medium,Rain,No,Truck,1,1,9,Weather Disruption,0.7231456269653482,"Adverse weather conditions, Long delivery distance"
1035,2023-07-09,2023-07-12,2023-07-16,125.4,Low,Storm,Yes,Van,4,1,7,Weather Disruption,0.9889262433570005,"Adverse weather conditions, Warehouse processing delay"
1036,2023-06-24,2023-06-27,2023-06-27,205.78,Low,Clear,No,Truck,0,0,6,On-Time,0.34511494984990815,No strong risk factors detected
1037,2023-02-20,2023-02-25,2023-02-25,378.02,Medium,Clear,No,Truck,0,0,2,On-Time,0.36530374047259184,Long delivery distance
1038,2023-12-30,2024-01-04,2024-01-05,115.17,Low,Rain,Yes,Truck,1,1,12,Weather Disruption,0.960056494964667,"Adverse weather conditions, Warehouse processing delay"
1039,2023-02-24,2023-02-26,2023-02-26,39.41,Low,Clear,No,Van,0,0,2,On-Time,0.42257100139941584,No strong risk factors detected
1040,2023-09-01,2023-09-05,2023-09-06,145.59,Medium,Clear,No,Van,1,1,9,Operational Issues,0.4544661751661252,No strong risk factors detected
